customer_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
1,2012-10-08,473,44606.33000000001,94.30513742071884,55.196673970511334,8723.609999999997,18.443150105708238,644.6899999999999,1.3629809725158561,30,0.06342494714587738
1,2013-02-16,732,67753.78000000003,92.55980874316944,52.08271107693439,12524.180000000018,17.109535519125707,1422.26,1.9429781420765027,54,0.07377049180327869
1,2013-04-22,918,85861.11000000026,93.53062091503297,52.06406673178933,15703.24000000002,17.10592592592595,2045.589999999999,2.2283115468409576,76,0.08278867102396514
1,2013-05-19,975,91076.1900000003,93.41147692307723,51.866427061565375,16142.430000000022,16.556338461538484,2045.589999999999,2.0980410256410247,76,0.07794871794871795
1,2013-08-10,1046,98165.57000000041,93.84853728489523,51.577051314129356,16902.53000000002,16.159206500956042,2045.589999999999,1.9556309751434025,76,0.07265774378585087
1,2013-09-07,1046,98165.57000000041,93.84853728489523,51.577051314129356,16902.53000000002,16.159206500956042,2045.589999999999,1.9556309751434025,76,0.07265774378585087
1,2013-09-16,1046,98165.57000000041,93.84853728489523,51.577051314129356,16902.53000000002,16.159206500956042,2045.589999999999,1.9556309751434025,76,0.07265774378585087
1,2013-10-08,1046,98165.57000000041,93.84853728489523,51.577051314129356,16902.53000000002,16.159206500956042,2045.589999999999,1.9556309751434025,76,0.07265774378585087
2,2013-08-10,419,43100.029999999984,102.86403341288779,74.35776996888283,7051.950000000003,16.830429594272083,249.34,0.5950835322195704,4,0.00954653937947494
3,2013-02-16,592,63586.110000000044,107.40896959459467,81.85968501185027,14069.44,23.765945945945948,2179.539999999999,3.6816554054054036,53,0.08952702702702703
3,2013-05-19,665,69735.14000000012,104.8648721804513,83.57089167444761,15479.250000000011,23.277067669172947,2179.539999999999,3.277503759398495,53,0.07969924812030076
4,2013-02-16,204,31711.350000000002,155.44779411764708,203.7872202820445,2754.4399999999982,13.502156862745089,89.05,0.43651960784313726,1,0.004901960784313725
5,2013-02-02,595,69084.51999999999,116.1084369747899,97.95301306972834,7773.300000000001,13.064369747899162,19.59,0.03292436974789916,1,0.0016806722689075631
5,2013-02-16,610,71323.93999999999,116.92449180327867,98.79797919371968,7992.370000000001,13.102245901639346,19.59,0.032114754098360655,1,0.001639344262295082
5,2013-05-19,726,91711.63999999991,126.3245730027547,129.17670067601804,9848.900000000001,13.565977961432509,90.83,0.12511019283746555,2,0.0027548209366391185
5,2013-08-10,792,103615.09999999993,130.82714646464638,144.009702023172,10817.070000000009,13.657916666666678,90.83,0.11468434343434343,2,0.0025252525252525255
6,2013-03-11,418,43665.61000000001,104.46318181818184,85.15998942980144,5087.570000000003,12.171220095693787,178.08999999999997,0.4260526315789473,3,0.007177033492822967
6,2013-04-08,508,52711.240000000034,103.76228346456699,88.47695468291663,6079.5700000000015,11.967657480314964,231.51999999999998,0.45574803149606297,5,0.00984251968503937
6,2013-07-15,583,59508.22000000002,102.0724185248714,85.12992975254551,6997.130000000002,12.00193825042882,409.62,0.7026072041166381,11,0.018867924528301886
6,2013-08-10,583,59508.22000000002,102.0724185248714,85.12992975254551,6997.130000000002,12.00193825042882,409.62,0.7026072041166381,11,0.018867924528301886
7,2012-10-08,430,45262.520000000055,105.26167441860478,113.93747652183691,8363.849999999999,19.450813953488368,374.01,0.8697906976744186,7,0.01627906976744186
7,2013-01-07,676,72039.73000000013,106.56764792899428,105.65066154398556,13289.750000000025,19.6593934911243,434.57000000000005,0.6428550295857989,10,0.014792899408284023
7,2013-01-12,676,72039.73000000013,106.56764792899428,105.65066154398556,13289.750000000025,19.6593934911243,434.57000000000005,0.6428550295857989,10,0.014792899408284023
7,2013-02-16,738,79009.46000000014,107.05888888888907,104.85274463316827,14218.330000000033,19.266029810298146,434.57000000000005,0.5888482384823849,10,0.013550135501355014
7,2013-04-08,864,92941.37000000014,107.57103009259275,104.7155157926512,16558.200000000037,19.164583333333375,660.76,0.7647685185185185,14,0.016203703703703703
7,2013-04-22,887,94744.44000000009,106.81447576099221,103.68691934612083,16658.64000000004,18.780879368658443,660.76,0.7449379932356257,14,0.015783540022547914
7,2013-05-19,907,96846.72000000007,106.77697905181927,103.34453277585952,17064.370000000046,18.814079382579983,696.38,0.7677839029768467,15,0.016538037486218304
7,2013-07-29,1052,107249.41999999998,101.94811787072241,99.17505209100446,18654.79000000004,17.73269011406848,732.0,0.6958174904942965,16,0.015209125475285171
7,2013-08-10,1052,107249.41999999998,101.94811787072241,99.17505209100446,18654.79000000004,17.73269011406848,732.0,0.6958174904942965,16,0.015209125475285171
7,2013-09-16,1052,107249.41999999998,101.94811787072241,99.17505209100446,18654.79000000004,17.73269011406848,732.0,0.6958174904942965,16,0.015209125475285171
8,2013-01-07,805,182680.05000000008,226.93173913043486,365.76626675137817,19884.140000000007,24.700795031055907,3899.6199999999976,4.844248447204966,110,0.13664596273291926
8,2013-01-12,824,184521.23000000004,223.9335315533981,362.1771774150994,20018.43000000001,24.29421116504856,3967.2999999999975,4.814684466019415,112,0.13592233009708737
