customer_id,coupon_id,start_date,date_count,selling_price_mean,selling_price_std,selling_price_last,other_discount_mean,other_discount_std,other_discount_last,coupon_discount_mean,coupon_discount_std,coupon_discount_last,coupon_applied_mean,coupon_applied_std,coupon_applied_last,selling_price_ewm_mean,selling_price_ewm_std,coupon_discount_ewm_mean,coupon_discount_ewm_std,coupon_applied_ewm_mean,coupon_applied_ewm_std
1,24,2013-05-19,33,257.2054545454546,117.97687408690817,248.62,32.93060606060606,49.507986599347916,0.0,3.9403030303030304,8.631704091910416,0.0,0.24242424242424243,0.5018903659106632,0.0,258.16785451213457,84.34975763785309,4.267400837539085,7.110299473914082,0.2500829422839745,0.3456493381776454
1,30,2013-08-10,43,228.90279069767445,113.02857778804653,166.7,39.30813953488373,44.304940080129626,5.34,1.739302325581395,6.076651018192441,0.0,0.11627906976744186,0.3243530062242882,0.0,229.94509101022396,79.7649262402087,1.7395168784612418,4.2379897913963465,0.11630315712655444,0.2321324029599299
1,32,2013-08-10,23,240.43304347826083,187.93951987601042,195.55,32.739130434782616,39.99099590851597,21.02,14.091304347826087,20.21050093939643,0.0,0.6086956521739131,0.9409439377939294,0.0,243.34470184215206,114.30673498634188,14.067949002475414,15.099109858698096,0.608199872356521,0.6737911173425345
1,38,2013-09-16,20,50.095499999999994,19.941818920101174,38.11,19.037500000000005,13.21086350219713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06869481314853,13.23752163642991,0.0,0.0,0.0,0.0
1,189,2013-08-10,2,106.86,25.187143545864824,89.05,63.76,25.187143545864817,81.57,0.0,0.0,0.0,0.0,0.0,0.0,111.3125,18.890357659398617,0.0,0.0,0.0,0.0
1,244,2013-10-08,1,391.46,,391.46,0.0,,0.0,0.0,,0.0,0.0,,0.0,391.46,,0.0,,0.0,
1,389,2013-09-07,4,151.5625,59.60915275078708,195.91,41.7675,8.84662788863644,45.95,15.5825,18.35711737537605,35.62,0.5,0.5773502691896257,1.0,148.68103365384616,40.77122889042346,12.136197115384615,14.787220930510424,0.39807692307692305,0.46741451770451753
1,390,2013-09-07,4,151.5625,59.60915275078708,195.91,41.7675,8.84662788863644,45.95,15.5825,18.35711737537605,35.62,0.5,0.5773502691896257,1.0,148.68103365384616,40.77122889042346,12.136197115384615,14.787220930510424,0.39807692307692305,0.46741451770451753
1,416,2012-10-08,6,323.5483333333333,86.09190169038357,320.58,194.18999999999997,88.43856262965835,169.91,14.841666666666667,36.354510265807,0.0,0.16666666666666666,0.408248290463863,0.0,315.10653054899643,77.08232933339465,15.085264905548996,24.022913373024476,0.1694021887203705,0.2697688194612518
1,417,2013-10-08,9,344.3266666666666,79.14937128619533,445.25,236.9922222222222,97.32589747566907,372.23,19.788888888888888,39.267359041716965,89.05,0.2222222222222222,0.4409585518440985,1.0,333.78235134490563,69.66306054601948,16.771145987714895,25.628315583840447,0.18833403691987527,0.2877969184035985
1,432,2013-09-16,2,95.82,0.0,95.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.82,0.0,0.0,0.0,0.0,0.0
1,448,2012-10-08,1,106.5,,106.5,0.0,,0.0,0.0,,0.0,0.0,,0.0,106.5,,0.0,,0.0,
1,449,2013-02-16,1,81.57,,81.57,24.93,,24.93,0.0,,0.0,0.0,,0.0,81.57,,0.0,,0.0,
1,452,2013-09-16,4,63.67,9.008836402850994,71.24,13.89,0.0,13.89,7.57,9.008836402851,0.0,0.5,0.5773502691896257,0.0,61.929201923076924,7.766572643362714,9.310798076923074,7.766572643362718,0.6019230769230769,0.4674145177045176
1,468,2013-05-19,5,124.598,27.39193804753509,152.81,10.686,14.686745044426964,24.93,0.0,0.0,0.0,0.0,0.0,0.0,122.1547458359822,17.17478070798168,0.0,0.0,0.0,0.0
1,473,2013-02-16,4,117.9025,40.54887287788241,89.05,57.6125,39.31523994161382,88.69,6.6775,13.355,0.0,0.25,0.5,0.0,125.7696298076923,36.7799630255871,6.125322115384615,8.717335328110625,0.22932692307692304,0.3263697240026441
1,492,2013-04-22,3,85.84333333333332,30.36551552885828,113.63,20.063333333333333,28.80544450851841,0.0,2.966666666666667,5.13841739578767,0.0,0.3333333333333333,0.5773502691896258,0.0,83.7053846153846,18.580780870336937,3.9365384615384613,4.366939319897706,0.4423076923076923,0.49066733931434897
1,492,2013-09-16,3,85.84333333333332,30.36551552885828,113.63,20.063333333333333,28.80544450851841,0.0,2.966666666666667,5.13841739578767,0.0,0.3333333333333333,0.5773502691896258,0.0,83.7053846153846,18.580780870336937,3.9365384615384613,4.366939319897706,0.4423076923076923,0.49066733931434897
1,494,2013-02-16,1,113.63,,113.63,0.0,,0.0,0.0,,0.0,0.0,,0.0,113.63,,0.0,,0.0,
1,496,2013-04-22,2,71.95,26.19123517514972,53.43,30.095,32.49155659552186,53.07,4.45,6.293250352560273,0.0,0.5,0.7071067811865476,0.0,76.58,19.643426381362293,5.5625,4.719937764420205,0.625,0.5303300858899106
1,518,2013-09-16,14,88.08285714285715,19.575574430542627,89.05,12.060000000000002,17.946365820239098,10.33,0.0,0.0,0.0,0.0,0.0,0.0,88.57323389071361,13.762380115035047,0.0,0.0,0.0,0.0
1,526,2013-04-22,4,82.64,44.1123618350533,35.62,39.6275,30.087604729079604,35.26,1.78,3.5599999999999996,0.0,0.25,0.5,0.0,91.51841346153846,37.416821500793766,1.6328076923076922,2.3237524348988257,0.22932692307692304,0.3263697240026441
1,526,2013-08-10,4,82.64,44.1123618350533,35.62,39.6275,30.087604729079604,35.26,1.78,3.5599999999999996,0.0,0.25,0.5,0.0,91.51841346153846,37.416821500793766,1.6328076923076922,2.3237524348988257,0.22932692307692304,0.3263697240026441
1,625,2013-05-19,5,96.102,15.768751377328519,89.05,28.922000000000004,16.6277394735424,42.39,0.0,0.0,0.0,0.0,0.0,0.0,96.04338277177368,10.261180835684339,0.0,0.0,0.0,0.0
1,705,2013-04-22,5,125.526,30.33474872155693,99.38,10.97,24.529665713172694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.41270187539733,18.311066946843372,0.0,0.0,0.0,0.0
1,715,2013-10-08,1,67.32,,67.32,0.0,,0.0,0.0,,0.0,0.0,,0.0,67.32,,0.0,,0.0,
1,721,2013-09-07,1,89.05,,89.05,17.45,,17.45,0.0,,0.0,0.0,,0.0,89.05,,0.0,,0.0,
1,772,2013-02-16,11,112.49272727272727,26.43869629573632,120.75,23.119090909090907,21.743676531141393,3.56,0.0,0.0,0.0,0.0,0.0,0.0,114.15339420824026,23.899802326372836,0.0,0.0,0.0,0.0
1,799,2013-10-08,3,97.12333333333333,7.2147372324522925,89.05,4.63,8.019395239043902,13.89,0.0,0.0,0.0,0.0,0.0,0.0,98.15999999999998,4.622369522225583,0.0,0.0,0.0,0.0
1,801,2013-09-16,3,135.11666666666667,37.900406770024695,120.75,25.883333333333336,33.26245380806012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4576923076923,31.758311822615596,0.0,0.0,0.0,0.0
1,833,2013-09-07,4,151.5625,59.60915275078708,195.91,41.7675,8.84662788863644,45.95,15.5825,18.35711737537605,35.62,0.5,0.5773502691896257,1.0,148.68103365384616,40.77122889042346,12.136197115384615,14.787220930510424,0.39807692307692305,0.46741451770451753
1,834,2013-09-07,4,151.5625,59.60915275078708,195.91,41.7675,8.84662788863644,45.95,15.5825,18.35711737537605,35.62,0.5,0.5773502691896257,1.0,148.68103365384616,40.77122889042346,12.136197115384615,14.787220930510424,0.39807692307692305,0.46741451770451753
1,841,2013-09-07,4,42.565000000000005,11.799868643336671,37.4,0.0,0.0,0.0,4.4525,8.905,0.0,0.25,0.5,0.0,41.90537499999999,8.029683714972833,4.084312499999999,5.812644784487092,0.22932692307692304,0.3263697240026441
1,864,2013-09-07,5,113.84,40.876884054438406,89.05,53.144000000000005,58.77437477336532,53.07,3.562,7.96487413585425,0.0,0.2,0.4472135954999579,0.0,119.15494574062299,31.600105009282515,3.1991764462809913,5.223565601746482,0.1796280991735537,0.29329396977801697
