customer_id,start_date,date_count,selling_price_sum_mean,selling_price_sum_std,selling_price_sum_last,other_discount_sum_mean,other_discount_sum_std,other_discount_sum_last,coupon_discount_sum_mean,coupon_discount_sum_std,coupon_discount_sum_last,coupon_applied_sum_mean,coupon_applied_sum_std,coupon_applied_sum_last
1,2012-10-08,24,1858.597083333333,976.8186106926254,398.23,363.48374999999993,197.01342083643416,98.66999999999999,26.86208333333333,43.86614243346175,0.0,1.25,2.2698400633180036,0
1,2013-02-16,35,1935.8222857142853,961.3590896351028,2808.9699999999993,357.83371428571417,190.62216916448827,442.75999999999993,40.635999999999996,59.906842936247564,204.82,1.542857142857143,2.266674905241248,6
1,2013-04-22,43,1996.77,981.4879654575981,2282.1699999999996,365.19162790697663,197.07951554458117,269.65,47.57186046511628,62.933229592421576,138.91,1.7674418604651163,2.3384692724528113,6
1,2013-05-19,48,1897.420625,1035.8927756255557,142.12,336.3006249999999,209.39891571795778,35.26,42.616458333333334,61.27745746661405,0.0,1.5833333333333333,2.276927131710756,0
1,2013-08-10,56,1752.956607142857,1080.9295204949162,266.08,301.83089285714277,219.6624238919743,12.46,36.528392857142855,58.61046216804597,0.0,1.3571428571428572,2.177810171446801,0
1,2013-09-07,56,1752.956607142857,1080.9295204949162,266.08,301.83089285714277,219.6624238919743,12.46,36.528392857142855,58.61046216804597,0.0,1.3571428571428572,2.177810171446801,0
1,2013-09-16,56,1752.956607142857,1080.9295204949162,266.08,301.83089285714277,219.6624238919743,12.46,36.528392857142855,58.61046216804597,0.0,1.3571428571428572,2.177810171446801,0
1,2013-10-08,56,1752.956607142857,1080.9295204949162,266.08,301.83089285714277,219.6624238919743,12.46,36.528392857142855,58.61046216804597,0.0,1.3571428571428572,2.177810171446801,0
2,2013-08-10,37,1164.865675675676,1112.4352041068894,3068.290000000001,190.59324324324322,228.04412365512437,229.76000000000002,6.738918918918919,21.549098818974073,35.62,0.10810810810810811,0.3148000938676783,1
3,2013-02-16,32,1987.0659374999998,2136.409918617406,2230.8699999999994,439.67000000000013,520.0687580658246,376.84,68.110625,224.41128496346082,0.0,1.65625,5.1906204178865405,0
3,2013-05-19,40,1743.3784999999996,1980.493555744731,712.76,386.98125000000016,482.9505721653177,24.58,54.4885,201.9687165233828,0.0,1.325,4.676112235717364,0
4,2013-02-16,23,1378.7543478260868,1233.0753421529812,355.13,119.75826086956522,189.53429624050472,0.0,3.8717391304347823,18.568208571782506,0.0,0.043478260869565216,0.20851441405707477,0
