coupon_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
1,2012-08-12,85,11452.11,134.73070588235294,67.81666535222591,1556.1800000000005,18.308000000000007,53.42999999999999,0.6285882352941176,3.0,0.03529411764705882
2,2012-08-12,25,2721.03,108.84120000000001,38.43668509380069,385.8299999999999,15.433199999999998,0.0,0.0,0.0,0.0
3,2012-10-08,60,8620.750000000002,143.6791666666667,52.57307760750073,509.73000000000013,8.495500000000002,151.38,2.523,4.0,0.06666666666666667
4,2012-11-19,385,69929.59999999976,181.63532467532406,39.46651581115206,14835.730000000063,38.5343636363638,587.7299999999999,1.5265714285714282,31.0,0.08051948051948052
5,2012-11-19,31,11380.15,367.10161290322577,148.90410988500335,958.1700000000001,30.908709677419356,0.0,0.0,0.0,0.0
6,2013-02-16,83800,8615374.710003864,102.80876742248047,72.32538278650591,2070957.1900001352,24.71309295942882,45207.069999999985,0.5394638424821001,1613.0,0.019248210023866348
7,2013-02-16,37449,3633044.7299996475,97.01313065768505,98.30209975067123,259425.39000001005,6.927431707121954,3399.1699999999973,0.0907679777831183,86.0,0.002296456514192635
8,2013-02-16,58360,8864912.359999739,151.90048594927586,122.64950303236093,2135001.200000075,36.58329677861678,12649.76999999998,0.21675411240575704,440.0,0.0075394105551747775
9,2013-02-16,61373,4074025.4800006207,66.38139703127794,45.59576865950332,845735.260000096,13.780249621170483,22352.669999999987,0.36421015756114233,668.0,0.01088426506770078
10,2013-02-16,240,25414.31000000002,105.89295833333341,40.4702347876059,3525.029999999999,14.687624999999995,72.67,0.3027916666666667,2.0,0.008333333333333333
11,2013-02-16,3918,393696.9999999918,100.48417559979372,95.34006575993254,82685.41999999969,21.10398672792233,852.37,0.21755232261357835,11.0,0.002807554874936192
12,2013-02-16,5,630.12,126.024,58.91704490213337,165.28,33.056,213.72,42.744,2.0,0.4
13,2013-02-16,101,8109.969999999997,80.2967326732673,17.34074883670892,1200.3899999999983,11.885049504950478,39.18,0.38792079207920793,2.0,0.019801980198019802
14,2013-02-16,115,16427.600000000002,142.84869565217394,24.608110612821864,1347.5499999999993,11.717826086956515,493.32,4.289739130434783,22.0,0.19130434782608696
15,2013-04-08,4,933.23,233.3075,80.55435944131145,37.76,9.44,0.0,0.0,0.0,0.0
16,2013-01-07,120,7789.010000000008,64.90841666666674,15.029027990723092,714.1299999999999,5.951083333333332,222.63,1.85525,11.0,0.09166666666666666
17,2013-02-02,142,18627.080000000005,131.1766197183099,63.39352803720027,4113.699999999999,28.969718309859147,463.05,3.2609154929577464,11.0,0.07746478873239436
18,2013-03-11,621,66580.17000000003,107.21444444444448,46.469835747596555,9660.949999999993,15.55708534621577,321.99,0.5185024154589372,8.0,0.01288244766505636
19,2013-03-11,857,81074.68000000014,94.60289381563611,67.34607897320113,5844.869999999995,6.820151691948653,0.0,0.0,0.0,0.0
20,2013-05-19,51735,4901018.669999428,94.73313366191994,96.55169153244952,339519.27000002196,6.562661061177577,4449.959999999999,0.0860144969556393,115.0,0.0022228665313617476
