iter	Logloss
0	0.5296750252
1	0.4013975631
2	0.3074149102
3	0.2392306559
4	0.1902737039
5	0.1549879906
6	0.1264563928
7	0.1059753546
8	0.0902998427
9	0.07784399284
10	0.06848209978
11	0.06173018116
12	0.05673444464
13	0.05154149348
14	0.04831646879
15	0.04545503197
16	0.04308254189
17	0.04137184624
18	0.03999671501
19	0.03902523241
20	0.03796948622
21	0.03722621234
22	0.03641935865
23	0.03571877204
24	0.03501063255
25	0.0343077821
26	0.03390972827
27	0.03360263968
28	0.03334879062
29	0.03311298226
30	0.03286782736
31	0.03272712203
32	0.0325162922
33	0.03239529686
34	0.03205953274
35	0.03181581974
36	0.03169653585
37	0.03151681385
38	0.03143027386
39	0.03120354914
40	0.03112441475
41	0.03089364839
42	0.03067405752
43	0.03050936664
44	0.03034140988
45	0.03022329482
46	0.03016583946
47	0.03007181785
48	0.02997610644
49	0.02987720392
50	0.02970517183
51	0.02957487315
52	0.02947525259
53	0.02941136626
54	0.02931548051
55	0.02922372106
56	0.0291386909
57	0.0290774739
58	0.02903136663
59	0.02901023753
60	0.02894944818
61	0.02885155279
62	0.02876426244
63	0.02873282763
64	0.02865995303
65	0.02862240359
66	0.02856545096
67	0.02851526987
68	0.02848524128
69	0.02842814775
70	0.02837427462
71	0.02834080961
72	0.02831109506
73	0.02827939456
74	0.02823274384
75	0.02818177265
76	0.02812785483
77	0.028062757
78	0.0280033421
79	0.02795939557
80	0.02791450746
81	0.02784979219
82	0.02774153265
83	0.02769545436
84	0.02765660114
85	0.02761179295
86	0.02759499411
87	0.02755888736
88	0.02752273648
89	0.027438943
90	0.02741367556
91	0.02738138204
92	0.02731546403
93	0.02725850523
94	0.02719337703
95	0.02716300665
96	0.027105201
97	0.02707345894
98	0.02700928917
99	0.0269814218
100	0.02694472074
101	0.0268891527
102	0.02684784429
103	0.02678433805
104	0.02674770938
105	0.0267054498
106	0.02665485737
107	0.02660999685
108	0.02655891807
109	0.02651896315
110	0.02650335741
111	0.0264732166
112	0.02641343468
113	0.02636537517
114	0.02635071109
115	0.02631053722
116	0.02627319125
117	0.02625102522
118	0.02620759559
119	0.02617702557
120	0.02613003036
121	0.02608775942
122	0.0260396832
123	0.02598996294
124	0.02594871847
125	0.02588733454
126	0.02582919273
127	0.02580059042
128	0.02577951902
129	0.02574205043
130	0.02571241245
131	0.02567111694
132	0.02562773507
133	0.02557812861
134	0.02554183514
135	0.02549884102
136	0.02544656862
137	0.02539108835
138	0.02536409892
139	0.02532739941
140	0.02525484538
141	0.02523169743
142	0.02520049059
143	0.02516446883
144	0.02509735267
145	0.02503642694
146	0.02502584363
147	0.02493933599
148	0.02488593844
149	0.02485001468
150	0.02479704785
151	0.02478920416
152	0.02475555288
153	0.02471147761
154	0.024678247
155	0.02462285979
156	0.02458097466
157	0.02454705514
158	0.02448558774
159	0.02444453951
160	0.02441016836
161	0.02437010607
162	0.02432529586
163	0.02427587774
164	0.02422810911
165	0.0242026927
166	0.02417565592
167	0.02413336949
168	0.02411478516
169	0.02402835708
170	0.02398148272
171	0.02395366028
172	0.02391788536
173	0.02389298367
174	0.02385992787
175	0.02384125677
176	0.02380769545
177	0.02378237492
178	0.02375235131
179	0.02370911167
180	0.02369188207
181	0.02365348528
182	0.02364130586
183	0.02360638525
184	0.02356014213
185	0.0235351662
186	0.0235070713
187	0.02347405188
188	0.02345440457
189	0.02341137665
190	0.02336168995
191	0.02329114583
192	0.02325849184
193	0.02321563608
194	0.02319527386
195	0.02317064964
196	0.02314901526
197	0.02312068347
198	0.0230893326
199	0.02305724178
200	0.02302036364
201	0.02297642893
202	0.0229420652
203	0.02288739827
204	0.02287640772
205	0.02286769414
206	0.02282057609
207	0.02277393757
208	0.02273170863
209	0.02269321113
210	0.02266778332
211	0.02263641112
212	0.02259745834
213	0.02254323068
214	0.02251464415
215	0.0224901867
216	0.02247914717
217	0.02243885647
218	0.02242078331
219	0.02237384006
220	0.02236596183
221	0.02233641269
222	0.02229691492
223	0.02227622794
224	0.02224074522
225	0.02222180688
226	0.02220351798
227	0.02217099324
228	0.02214296772
229	0.02209609685
230	0.02207800327
231	0.02205544438
232	0.02203248509
233	0.02198163786
234	0.02193182544
235	0.0219106789
236	0.02189127451
237	0.02186057291
238	0.02184573711
239	0.02182951834
240	0.02176087632
241	0.02174615374
242	0.02170279651
243	0.02166389514
244	0.02164473468
245	0.02160966177
246	0.02159718555
247	0.02156593472
248	0.02152718762
249	0.02149193606
250	0.02144673364
251	0.0214337992
252	0.02140751892
253	0.02138026811
254	0.02134599792
255	0.02130299196
256	0.02125193622
257	0.0212302304
258	0.0212050584
259	0.02118588515
260	0.02116116225
261	0.02110721108
262	0.0210988588
263	0.0210756956
264	0.02104425041
265	0.02101536111
266	0.02098758754
267	0.02096185242
268	0.02094495418
269	0.02090508474
270	0.02084534816
271	0.02080952203
272	0.02080065192
273	0.02076988673
274	0.02074704874
275	0.02072075473
276	0.02067450846
277	0.02066210098
278	0.02062919866
279	0.02061119445
280	0.02056668155
281	0.02053682036
282	0.02052440655
283	0.02049032676
284	0.02047681937
285	0.02046029893
286	0.02043654604
287	0.02040232165
288	0.02038005688
289	0.02034066429
290	0.02031555646
291	0.02026700313
292	0.02026227879
293	0.02022941903
294	0.02018958329
295	0.02014777123
296	0.02013605935
297	0.02009768371
298	0.02008743865
299	0.02007193021
300	0.02003676209
301	0.0200211361
302	0.01998557587
303	0.01995346042
304	0.01991747094
305	0.01989544673
306	0.01987323029
307	0.0198520617
308	0.01983382023
309	0.01979706341
310	0.01978007196
311	0.01975226951
312	0.01971569219
313	0.01969340629
314	0.01965724403
315	0.01964371915
316	0.0196117982
317	0.01959953309
318	0.01957389292
319	0.01955333294
320	0.01949619175
321	0.01945994797
322	0.01941260743
323	0.01937622752
324	0.01934374607
325	0.01931683724
326	0.01929361847
327	0.0192687591
328	0.01922826724
329	0.01921065408
330	0.01917243609
331	0.01914189635
332	0.01911384765
333	0.01905005137
334	0.0190443654
335	0.01902569016
336	0.01898571285
337	0.01896023666
338	0.01893520424
339	0.01890797858
340	0.01889944971
341	0.01889247659
342	0.01884424987
343	0.0188148509
344	0.01876735905
345	0.0187424493
346	0.01872828203
347	0.01869332816
348	0.01866155481
349	0.01863919052
350	0.0186118872
351	0.01858734
352	0.01855798267
353	0.0185318933
354	0.01849048761
355	0.01845753539
356	0.01845442116
357	0.01843113724
358	0.01838680844
359	0.01836259535
360	0.01834566288
361	0.01833793116
362	0.01828675173
363	0.0182215144
364	0.01818603218
365	0.01817663352
366	0.01816235499
367	0.01815434747
368	0.01814790195
369	0.01812624881
